loaded 340 states from 0002.dat
FINGER
Bounding Sphere
   0.0, 297.5,   0.0,    0,   -0,    0
POLYFLAP
Bounding Box
   0.0,   0.0,   0.0,    0,   -0,    0
50, 25, 65, 
GROUND PLANE
Bounding Plane
   0.0,   0.0,   0.0,    0,   -0,    0
timestamp, eff_x, eff_y, eff_z,eff_r,eff_p,eff_y,    Fx,    Fy,    Fz,    Tx,    Ty,    Tz, obj_x, obj_y, obj_z,obj_r,obj_p,obj_y
  102.013,  -0.0, 303.1, 165.0,  -75,   -0,    0,   0.1,   0.0,   0.8,   1.8, -13.2,  -0.2,   0.0, 200.0,  49.0,   21,   90,   21
  102.047,  -0.0, 303.4, 165.0,  -75,   -0,    0,   0.2,   0.0,   0.8,   2.1, -16.0,  -0.2,   0.0, 200.0,  49.0,   56,   90,   56
  102.080,  -0.0, 303.6, 165.0,  -75,   -0,    0,   0.2,   0.0,   0.8,   1.9, -19.2,  -0.2,   0.0, 200.0,  49.0,   56,   90,   56
  102.113,  -0.0, 303.8, 165.0,  -75,   -0,    0,   0.2,   0.0,   0.8,   2.3, -19.9,  -0.2,   0.0, 200.0,  49.0,    4,   90,    4
  102.146,  -0.0, 304.1, 165.0,  -75,   -0,    0,   0.2,   0.0,   0.8,   2.0, -21.1,  -0.2,   0.0, 200.0,  49.0,   34,   90,   34
  102.180,  -0.0, 304.3, 165.0,  -75,   -0,    0,   0.3,   0.0,   0.7,   1.5, -24.8,  -0.2,   0.0, 200.0,  49.0,   34,   90,   34
  102.213,  -0.0, 304.6, 165.0,  -75,   -0,    0,   0.2,   0.0,   0.7,   2.2, -24.4,  -0.2,   0.0, 200.0,  49.0,   37,   90,   37
  102.246,  -0.0, 304.8, 165.0,  -75,   -0,    0,   0.3,   0.1,   0.7,   3.1, -29.1,  -0.3,   0.0, 200.0,  49.0,   44,   90,   44
  102.280,  -0.0, 305.1, 165.0,  -75,   -0,    0,   0.3,   0.0,   0.7,   2.6, -32.7,  -0.3,   0.0, 200.0,  49.0,   44,   90,   44
  102.313,  -0.0, 305.3, 165.0,  -75,   -0,    0,   0.3,   0.0,   0.7,   1.1, -26.8,  -0.3,   0.0, 200.0,  49.0,   29,   90,   29
